id,fg_did,Business_Name,street1,city,state,zipcode
661971,4434859586,Time Warner Elkton,119 E Main St,Elkton,MD,21921
661969,7248842915,Time Warner Sharon,143 E State St,Sharon,PA,16146
661967,3367924123,Time Warner Reidsville,424 SW Market St,Reidsville,NC,27320
661965,9126234392,Time Warner Pooler,8 Louisville Rd,Pooler,GA,31322
661963,4693095029,Time Warner Humble,125 E Main St,Humble,TX,77338
661959,5714299002,Time Warner Vienna,127 Maple Ave W,Vienna,VA,22180
661957,4409412986,Time Warner Middleburg Heights,7623 Smith Rd,Middleburg Heights,OH,44130
661955,3215579141,Time Warner Maitland,455 Florida 600,Maitland,FL,32751
661953,3527920573,Time Warner Lady Lake,462 US Highway 27,Lady Lake,FL,32159
661951,5093810926,Time Warner Sunnyside,815 E Edison Ave,Sunnyside,WA,98944
661949,7073800029,Time Warner Ukiah,723 S State St,Ukiah,CA,95482
661947,5174923725,Time Warner Owosso,106 N Washington St,Owosso,MI,48867
661945,8159813720,Time Warner Bradley,106 N Kinzie Ave,Bradley,IL,60915
661941,5189535541,Time Warner Gloversville,33 Fremont St,Gloversville,NY,12078
661939,7085904654,Time Warner Bridgeview,7756 Harlem Ave,Bridgeview,IL,60455
661937,2565946988,Time Warner Scottsboro,206 S Market St,Scottsboro,AL,35768
661933,4302224039,Time Warner Mount Pleasant,123 W 3rd St,Mount Pleasant,TX,75455
661931,9522225915,Time Warner Ham Lake,763 154th Ave NE,Ham Lake,MN,55304
661929,7173165451,Time Warner Hanover,43 W Chestnut St,Hanover,PA,17331
661927,5189535528,Time Warner Cohoes,126 Canvass St,Cohoes,NY,12047
661925,3148586561,Time Warner Hazelwood,7307 Sieloff Dr,Hazelwood,MO,63042
661921,8159184913,Dixon Time Warner,150 W 2nd St,Dixon,IL,61021
661919,7073800023,Clearlake Time Warner,15146 Lakeshore Dr,Clearlake,CA,95422
661917,5014203003,Bryant Time Warner,5207 Hwy 5,Bryant,AR,72022
661915,6415697986,Newton Time Warner,642 North 2nd Ave W,Newton,IA,50208
661913,7653357028,Time Warner Crawfordsville,106 E Main St,Crawfordsville,IN,47933
661911,8053872046,Time Warner Fillmore,920 W Ventura St,Fillmore,CA,93015
661909,9148254036,Time Warner Rye,36 Elm Pl,Rye,NY,10580
661907,5165898098,Time Warner Westbury,249 Winthrop Ave,Westbury,NY,11590
661905,6614321462,Time Warner Arvin,641 National Purple Heart Trail,Arvin,CA,93203
661903,2565946986,Time Warner Alexander City,916 Cherokee Rd,Alexander City,AL,35010
661901,6186882180,Time Warner Cahokia,107 Mississippi Ave,Cahokia,IL,62206
661899,8159184838,Time Warner Sterling,307 Locust St,Sterling,IL,61081
661895,9209685881,Time Warner Beaver Dam,707 U.S. 151 Business,Beaver Dam,WI,53916
661893,3215579060,Time Warner Lake Mary,3733 Lake Emma Rd,Lake Mary,FL,32746
661891,3345441923,Time Warner Troy,518 S Brundidge St,Troy,AL,36081
661889,3139243668,Time Warner Grosse Pointe Woods,20757 Mack Ave,Grosse Pointe Woods,MI,48236
661887,8622299011,Time Warner Harrison,45 S 5th St,Harrison,NJ,7029
661885,7167109488,Time Warner Batavia,7 Court St,Batavia,NY,14020
661883,8597564258,Time Warner Fort Thomas,7 Kentucky 1120,Fort Thomas,KY,41075
661881,8316215537,Time Warner Greenfield,24 El Camino Real,Greenfield,CA,93927
661877,7085723039,Time Warner Forest Park,7510 Madison St,Forest Park,IL,60130
661879,4693095023,Time Warner Forney,149 W Broad St,Forney,TX,75126
661875,3312561041,Time Warner Montgomery,1307 Aucutt Rd,Montgomery,IL,60538
661873,5623969039,Time Warner Hawaiian Gardens,21761 Norwalk Blvd,Hawaiian Gardens,CA,90716
661871,5155287330,Time Warner West Des Moines,3761 Westown Pkwy,West Des Moines,IA,50266
661869,3312561037,Time Warner La Grange,521 S La Grange Rd,La Grange,IL,60525
661867,7248840873,Time Warner Greensburg,7 S Pennsylvania Ave,Greensburg,PA,15601
661865,2544594617,Time Warner Gatesville,607 E Leon St,Gatesville,TX,76528
661863,8505881481,Time Warner Lynn Haven,295 Mowat School Rd,Lynn Haven,FL,32444
661861,4096002038,Time Warner Brenham,206 S Douglas St,Brenham,TX,77833
661859,9522225832,Time Warner St Michael,409 Central Ave E,St Michael,MN,55376
661857,7205042769,Englewood Time Warner,7908 E Belleview Ave,Englewood,CO,80111
661855,8063917016,Time Warner La Marque,1206 1st St,La Marque,TX,77568
661853,7865411671,Time Warner Opa-locka,12839 NW 42nd Ave,Opa-locka,FL,33054
661851,7328530875,Time Warner Edison,23 Kilmer Rd,Edison,NJ,8817
661849,2565946985,Time Warner Cullman,227 3rd Ave SE,Cullman,AL,35055
661847,2254067893,Time Warner Zachary,4607 Main St,Zachary,LA,70791
661845,5416324654,Time Warner Hermiston,931 Umatilla-Stanfield Hwy,Hermiston,OR,97838
661843,6628455309,Time Warner,506 Franklin St,Corinth,MS,38834
661841,7167108691,Time Warner Depew,568 Terrace Blvd,Depew,NY,14043
661839,8652640692,Time Warner Athens,7 W Hornsby St,Athens,TN,37303
661837,3214413894,Time Warner West Melbourne,1648 S Wickham Rd,West Melbourne,FL,32904
661835,9418772181,Time Warner Palmetto,716 8th Ave W,Palmetto,FL,34221
661833,8622142498,Time Warner,875 Secaucus Rd,Secaucus,NJ,7094
661831,2625924867,Time Warner,184 W Main St,Whitewater,WI,53190
661829,2408984034,Time Warner Hyattsville,5341 Baltimore Ave,Hyattsville,MD,20781
661827,2709744583,Time Warner,107 E Public Square,Glasgow,KY,42141
661825,5414971832,Time Warner Lebanon,2759 S Santiam Hwy,Lebanon,OR,97355
661823,7406299028,Time Warner Marietta,960 Pike St,Marietta,OH,45750
661821,7653357027,Time Warner Lebanon,206 W Main St,Lebanon,IN,46052
661819,3179862755,Time Warner Beech Grove,408 Main St,Beech Grove,IN,46107
661817,2055985029,Time Warner Center Point,2314 Center Point Pkwy,Center Point,AL,35215
661815,4176128582,Time Warner Lebanon,806 Hwy 66,Lebanon,MO,65536
661813,9125504992,Time Warner Moultrie,1222 1st Ave SE,Moultrie,GA,31768
661811,9209658236,Time Warner Kaukauna,221 Dodge St,Kaukauna,WI,54130
661809,8639691947,Time Warner Auburndale,554 Havendale Blvd,Auburndale,FL,33823
661807,9712294148,Time Warner Troutdale,4677 NW 257th Way,Troutdale,OR,97060
661805,9312786336,Time Warner Greeneville,139 W Summer St,Greeneville,TN,37743
661803,5155287315,Time Warner Indianola,118 E Salem Ave,Indianola,IA,50125
661801,3367924080,Time Warner Eden,722 Patrick St,Eden,NC,27288
661799,4302224035,Time Warner Jacksonville,230 S Main St,Jacksonville,TX,75766
661797,4302224029,Time Warner Sulphur Springs,107 Tomlinson St,Sulphur Springs,TX,75482
661795,6364422018,Time Warner Washington,8 W 3rd St,Washington,MO,63090
661793,5058140085,Time Warner deming,127 N Platinum Ave,deming,NM,88030
661791,2317146164,Time Warner Traverse City,207 E Front St,Traverse City,MI,49684
661789,9283797145,Time Warner Payson,209 Hwy 260,Payson,AZ,85541
655825,7867086875,Time Warner Marco Island,123 S Barfield Dr,Marco Island,FL,34145
655823,9718018530,Time Warner Canby,329 NW 1st Ave,Canby,OR,97013
655821,5416312074,Time Warner Coos Bay,106 Oregon Coast Hwy,Coos Bay,OR,97420
655819,2098880139,Time Warner Oakdale,1291 E F St,Oakdale,CA,95361
655817,2408835015,Time Warner Laurel,392 Main St,Laurel,MD,20707
655815,7076796015,Time Warner Arcata,606 F St,Arcata,CA,95521
655813,9255876043,Time Warner Orinda,225 Brookwood Rd,Orinda,CA,94563
655811,8648104559,Time Warner Easley,128 S Pendleton St,Easley,SC,29640
655809,3148338918,Time Warner Webster Groves,118 W Lockwood Ave,Webster Groves,MO,63119
655807,5674553164,Time Warner Perrysburg,140 W South Boundary St,Perrysburg,OH,43551
655803,5596661798,Time Warner Dinuba,836 N Alta Ave,Dinuba,CA,93618
655801,2526656348,Time Warner Kinston,153 W Gordon St,Kinston,NC,28501
655799,7329624291,Time Warner South River,59 Obert St,South River,NJ,8882
655797,9255236697,Time Warner Moraga,1447 Moraga Way,Moraga,CA,94556
655795,7085876747,Homewood Time Warner,18253 Dixie Hwy,Homewood,IL,60430
655793,5138155841,Time Warner Norwood,4463 Montgomery Rd,Norwood,OH,45212
655791,7867086870,Time Warner Key West,2906 N Roosevelt Blvd,Key West,FL,33040
655789,9522229496,Time Warner Red Wing,207 Bush St,Red Wing,MN,55066
655787,5737550746,Miner Time Warner,2601 E Malone Ave,Miner,MO,63801
655785,3195361870,Time Warner Coralville,2042 Historic US 6,Coralville,IA,52241
655783,9522229491,Time Warner Golden Valley,1225 Zane Ave N,Golden Valley,MN,55422
655781,3125857653,Time Warner Darien,7630 S Cass Ave,Darien,IL,60561
655779,5155287164,Time Warner Cable Johnston,5806 State Highway 401,Johnston,IA,50131
655777,4256782741,Time Warner Monroe,107 E Main St,Monroe,WA,98272
655775,5393025341,Time Warner Cable Sand Springs,411 E 2nd St,Sand Springs,OK,74063
655773,4237933161,Time Warner Farragut,11716 Kingston Pike,Farragut,TN,37934
655771,3367930530,Time Warner Cable Kernersville,207 E Mountain St,Kernersville,NC,27284
655769,4057884267,Time Warner Chickasha,1769 S 4th St,Chickasha,OK,73018
655767,2039541903,Time Warner Ansonia,160 Connecticut 334,Ansonia,CT,6401
655765,7854225513,Time Warner Hays,1055 Main St,Hays,KS,67601
655763,6038227194,Time Warner dependable cable,8 Dunbar St,Keene,NH,3431
655761,3608637737,Time Warner Centralia,106 W Main St,Centralia,WA,98531
655759,6038220657,Time Warner Laconia,163 Water St,Laconia,NH,3246
655757,5138137265,Time Warner best phone service,669 Northland Blvd,Cincinnati,OH,45240
655755,9803133347,Time Warner super fast internet,6677 Matthews-Mint Hill Rd,Mint Hill,NC,28227
655753,8458537698,Time Warner Kingston,28 Grand St,Kingston,NY,12401
655751,3857224771,Time Warner awesome cable,61 S Main St,Centerville,UT,84014
655749,7318687308,Time Warner great internet rates,149 Long Hollow Pike,Goodlettsville,TN,37072
655747,3179698515,Time Warner Shelbyville,38 W Washington St,Shelbyville,IN,46176
655745,4256782701,Time Warner Kenmore,6807 NE Bothell Way,Kenmore,WA,98028
655743,2343002556,Time Warner Alliance,2334 Ohio 173,Alliance,OH,44601
655741,2058209230,Time Warner Hueytown,124 Robertson Ave,Hueytown,AL,35023
655739,4408792078,Time Warner Avon,35892 Detroit Rd,Avon,OH,44011
655737,4125732494,Time Warner Pittsburgh,107 Knoedler Rd,Pittsburgh,PA,15236
655735,4422272533,Time Warner Yucca Valley,57237 Twentynine Palms Hwy,Yucca Valley,CA,92284
655733,2248011906,Time Warner Morton Grove,6044 W Dempster St,Morton Grove,IL,60053
655731,4408792074,Time Warner Fairview Park,3228 Westgate Mall,Fairview Park,OH,44126
655729,7278730641,Time Warner Safety Harbor,256 9th Ave N,Safety Harbor,FL,34695
655725,5635542934,Time Warner Muscatine,2265 Park Ave,Muscatine,IA,52761
655727,3367930479,Time Warner Lexington,8 W Center St,Lexington,NC,27292
655723,8599127468,Time Warner Newport,21 E 11th St,Newport,KY,41071
655719,6159333210,Time Warner Tullahoma,106 SW Atlantic St,Tullahoma,TN,37388
655721,2069396133,Time Warner Tukwila,6347 S 143rd St,Tukwila,WA,98168
655717,9522229485,Time Warner A New Hope,4327 Winnetka Ave,New Hope,MN,55428
655715,3165121245,Time Warner Derby,106 E Main St,Derby,KS,67037
655713,6614890128,Time Warner Shafter,406 Walker St,Shafter,CA,93263
655711,9569289178,Time Warner Donna,107 S Main St,Donna,TX,78537
655709,9795895007,Time Warner Angleton,915 N Velasco St,Angleton,TX,77515
655707,6038220656,Time Warn Portsmouth,806 Islington St,Portsmouth,NH,3801
655705,8458537703,Time Warner Peekskill,1005 Brown St,Peekskill,NY,10566
655703,3076557198,Time Warner Gillette,240 S Gillette Ave,Gillette,WY,82716
655701,9015046930,Time Warner La Vergne,432 Waldron Rd,La Vergne,TN,37086
655699,5108549695,Time Warner Pinole,2668 Pinole Valley Rd,Pinole,CA,94564
655697,9803133419,Time Warner Matthews,1288 Crews Rd,Matthews,NC,28105
655695,6508262714,Time Warner Menlo Park,507 California 82,Menlo Park,CA,94025
655693,9803133385,Time Warner Cornelius,21382 Catawba Ave,Cornelius,NC,28031
655691,5098727016,Time Warner Internet Pullman,246 Washington 270,Pullman,WA,99163
655689,9039454009,Time Warner Texarkana,2307 Texas Blvd,Texarkana,TX,75501
655687,4422272539,Time Warner Desert Hot Springs,13096 Palm Dr,Desert Hot Springs,CA,92240
655685,2408032502,Time Warner College Park,4559 Lehigh Rd,College Park,MD,20740
655683,4359195043,Time Warner Tooele,8 E Vine St,Tooele,UT,84074
655681,5807564832,Time Warner Internet Ponca City,2025 N 14th St,Ponca City,OK,74601
655679,7076796010,Time Warner Suisun City,141 Sunset Ave,Suisun City,CA,94585
655677,9125742031,Time Warner Cable,336 Elma G Miles Pkwy,Hinesville,GA,31313
655675,2168006247,Time Warner Cable East Cleveland,14876 Euclid Ave,East Cleveland,OH,44112
655673,8037168986,Time Warner Cable,358 S Murray Ave,Anderson,SC,29624
655671,7658075649,Time Warner Cable Marion,163 E 3rd St,Marion,IN,46952
655669,5017125807,Time Warner Cable,4707 J.F.K. Blvd,North Little Rock,AR,72116
655667,9522229487,Time Warner Cable,6815 10th St N,Oakdale,MN,55128
655665,9786753022,Time Warner Cable Gloucester,101 Main St,Gloucester,MA,1930
655663,5416312055,Time Warner Cable Redmond,1581 U.S. 97,Redmond,OR,97756
655661,3857224842,Time Warner American Fork,14 S Center St,American Fork,UT,84003
655659,5618192538,Time Warner Royal Palm Beach,1108 Royal Palm Beach Blvd,Royal Palm Beach,FL,33411
655657,6187083527,Time Warner Edwardsville,150 S Buchanan St,Edwardsville,IL,62025
655655,2248011973,Algonquin Time Warner,478 Rolls Rd,Algonquin,IL,60102
655653,8647194057,Time Warner Greer,108 Trade St,Greer,SC,29651
655651,8708245369,Time Warner West Memphis,207 E Polk Ave,West Memphis,AR,72301
655649,3086243763,Kearney Time Warner,106 W 22nd St,Kearney,NE,68845
655647,8169457941,Time Warner Belton,406 Main St,Belton,MO,64012
655645,3159083502,Auburn Time Warner,74 Genesee St,Auburn,NY,13021
655643,2199459199,Time Warner Valparaiso,107 Lincolnway,Valparaiso,IN,46383
655641,7609913014,Time Warner,550 E Virginia Way,Barstow,CA,92311
655639,9522229442,Time Warner Andover,13631 Jay St NW,Andover,MN,55304
655635,5737191719,Time Warner,107 Light Plant Dr,Poplar Bluff,MO,63901
655637,8438790829,Time Warner Greenwood,525 Monument St,Greenwood,SC,29646
655633,7867086778,Time Warner cable & internet pinecrest,8483 SW 136th St,Pinecrest,FL,33156
655631,7797044009,Time Warner Crest Hill,679 Theodore St,Crest Hill,IL,60435
655629,4793164544,Time Warner,2116 Industrial Park Rd,Van Buren,AR,72956
655627,8037168887,Time Warner Kings,"32 N Kings Hwy,",North Myrtle Beach,SC,29582
655623,2018752102,Elmwood Park Time Warner,28 Grant St,Elmwood Park,NJ,7407
655625,8657304180,Dyersburg Time Warner,1806 Ridge St,Dyersburg,TN,38024
655621,6052772512,Time Warner cable & internet watertown,8 1st St SW,Watertown,SD,57201
655619,4408792072,Time Warner cable eastlake,34506 Ohio 640,Eastlake,OH,44095
655617,5098727012,Time Warner Ellensburg,423 N Pearl St,Ellensburg,WA,98926
655615,5749660258,Time Warner cable logansport,306 E Broadway,Logansport,IN,46947
655613,2407861061,Time Warner cable cumberland,158 N Centre St,Cumberland,MD,21502
655611,7085723035,Time Warner Park Forest,270 Main St,Park Forest,IL,60466
655609,5167785152,Time Warner cable floral park,169 Tulip Ave,Floral Park,NY,11001
655607,8438790823,Time Warner super cable & internet bundles,107 S Main St,Simpsonville,SC,29681
655603,3139086297,Hamtramck Time Warner,10206 Joseph Campau Ave,Hamtramck,M,48212
655605,4015371991,Time Warner best cable service,725 Broad St,Central Falls,RI,2863
655601,5807524331,Time Warner great internet,1107 U.S. 81,Duncan,OK,73533
655599,2526212628,Time Warner Henderson,155 Young St,Henderson,NC,27536
655597,5596643593,Time Warner Avenal,714 Skyline Blvd,Avenal,CA,93204
655593,8136057002,Time Warner Temple Terrace,8967 N 56th St,Temple Terrace,FL,33617
655591,5616657944,Time Warner Cable Stuart,772 SW Federal Hwy,Stuart,FL,34994
655589,2519294091,Time Warner Fairhope,797 Nichols Ave,Fairhope,AL,36532
655585,2018752097,Time Warner Summit,407 Springfield Ave,Summit,NJ,7901
655587,7085723029,Time Warner Cable Alsip,12341 S Keeler Ave,Alsip,IL,60803
655583,9089410947,Time Warner Cable South Plainfield,137 Front St,South Plainfield,NJ,7080
655579,2283490455,Time Warner Ocean Springs,1007 Porter Ave,Ocean Springs,MS,39564
655581,7196024214,Time Warner Cable Coronado,1606 Fremont Dr,Ca?on City,CO,81212
655577,7692161286,Time Warner Laurel,106 Beacon St,Laurel,MS,39440
655571,3857222747,South Ogden Time Warner,3723 Washington Blvd,South Ogden,UT,84405
655573,6198949611,Time Warner Cable Coronado,907 California 75,Coronado,CA,92118
655569,7758007451,1707 Manzanita Dr Time Warner,1707 Manzanita Dr,Elko,NV,89801
655567,5025367342,Time Warner Louiseville,110 Bauer Ave,Louisville,KY,40207
655565,9089410936,Time Warner,207 E 8th Ave,Roselle,NJ,7203
655563,2199459051,Time Warner Highland,9561 Gordon Dr,Highland,IN,46322
655561,9718012935,Time Warner Dallas,106 W Ellendale Ave,Dallas,OR,97338
655559,5626847207,Time Warner Santa Fe Springs,10607 Carmenita Rd,Santa Fe Springs,CA,90670
655557,4359195028,Time Warner Brigham City,8 Utah 13,Brigham City,UT,84302
655555,7867086741,Time Warner Cable Palmetto Bay,15853 S Dixie Hwy,Palmetto Bay,FL,33157
655553,8438509968,Time Warner Home Security Conway,313 Laurel St,Conway,SC,29526
655551,7159414765,Time Warner Home Security Wisconsin Rapids,3364 Plover Rd,Wisconsin Rapids,WI,54494
655549,2098411068,Time Warner Home Security Riverbank,2128 Patterson Rd,Riverbank,CA,95367
655547,8037168881,Time Warner Lexington,106 E Main St,Lexington,SC,29072
655545,2177186136,Time Warner Home Security Mattoon,1608 Broadway Ave,Mattoon,IL,61938
655543,3177356534,Time Warner Home Security Greenfield,47 S State St,Greenfield,IN,46140
655539,7609837143,Time Warner Cable Brawley,110 W Main St,Brawley,CA,92227
655541,2248011872,Time Warner Lake Zurich,59 E Main St,Lake Zurich,IL,60047
655537,2199347461,Time Warner Cable Dyer,362 E Lincoln Hwy,Dyer,IN,46311
655533,5098559223,Time Warner Moses Lake,106 E 4th Ave,Moses Lake,WA,98837
655535,8054701752,Time Warner Arroyo Grande,1107 W Branch St,Arroyo Grande,CA,93420
655531,2566848546,Time Warner Oxford,726 Hamric Dr E,Oxford,AL,36203
655529,9717776133,Time Warner Cable Woodburn,1723 Hillsboro-Silverton Hwy,Woodburn,OR,97071
655527,3367930317,Time Warner Asheboro,8 S Fayetteville St,Asheboro,NC,27203
655525,7797044008,Time Warner Cable Freeport,7 S Galena Ave,Freeport,IL,61032
655523,9015046377,Time Warner Maryville,1228 E Broadway Ave,Maryville,TN,37804
655521,6612624456,Time Warner Cable Wasco,2436 Medal of Honor Recipient Larry Stanley Pierce Memorial ,Wasco,CA,93280
655519,9125742024,Time Warner Statesboro,43 W Vine St,Statesboro,GA,30458
655517,5059066585,Time Warner fantastic phone service,106 W Sanger St,Hobbs,NM,88240
655515,9314228452,Time Warner Lebanon,106 S Maple St,Lebanon,TN,37087
655513,9857463877,Time Warner Slidell,207 Brakefield St,Slidell,LA,70458
655511,6629856340,Time Warner Horn Lake,3308 Fairmeadow Dr,Horn Lake,MS,38637
655509,6508262663,Time Warner superb cable and internet bundles,1262 Industrial Rd,San Carlos,CA,94070
655507,2018752099,Time Warner Fair Lawn,23 Elliott Terrace,Fair Lawn,NJ,7410
655505,3869608979,Time Warner DeLand,132 E New York Ave,DeLand,FL,32724
655503,2168005644,Time Warner Westlake,29978 Detroit Rd,Westlake,OH,44145
655501,7348685318,Time Warner Wyandotte,2928 Biddle Ave,Wyandotte,MI,48192
655499,3158360435,Time Warner Watertown,328 New York 3,Watertown,NY,13601
655497,2487334188,Time Warner incomparable internet rates,13406 W Nine Mile Rd,Oak ParkMI,0,48237
655493,5026323856,Time Warner Frankfort,206 St Clair St,Frankfort,KY,40601
655491,4057651406,Time Warner Shawnee,1636 N Harrison St,Shawnee,OK,74804
655489,3218773446,Time Warner Rockledge,206 Barton Blvd,Rockledge,FL,32955
655487,6415698228,Time Warner Mason City,2316 4th St SW,Mason City,IA,50401
655485,8169456129,Time Warner best internet,7 N Main St,Liberty,MO,64068
655483,6028994623,Time Warner El Mirage,12442 W Thunderbird Rd,El Mirage,AZ,85335
655481,9378029440,Time Warner great cable,116 U.S. 35 Business,Xenia,OH,45385
655479,7085723023,Time Warner Chicago Heights,1314 S Halsted St,Chicago Heights,IL,60411
655477,3215944049,Time Warner,2731 S US Highway 17 92,Casselberry,FL,32707
655475,9522229433,Brooklyn Center Time Warner Cable,6244 Brooklyn Blvd,Brooklyn Center,MN,55429
655473,8437015361,Time Warner Cable,449 N Kings Hwy,Myrtle Beach,SC,29577
655469,9794882817,Time Warner Cable,44 Circle Way St,Lake Jackson,TX,77566
655467,2248011774,Gurnee Time Warner Cable,1081 Tri State Pkwy,Gurnee,IL,60031
655465,9209687925,Time Warner De Pere,107 Wisconsin 57,De Pere,WI,54115
655463,4137793016,Time Warner Cable,52 Progress Ave,West Springfield,MA,1089
655461,5098559164,Walla Walla Time Warner Cable,106 S 4th Ave,Walla Walla,WA,99362
655459,2018752095,Time Warner Bergenfield,25 N Front St,Bergenfield,NJ,7621
655457,7348685313,Time Warner Wayne,35003 W Michigan Ave,Wayne,MI,48184
655455,5108549681,Time Warner Pinole,1408 Fitzgerald Dr,Pinole,CA,94564
655453,7167108757,Time Warner Lockport,21 Market St,Lockport,NY,14094
655451,3606237835,Time Warner Oak Harbor,1106 SE 6th Ave,Oak Harbor,WA,98277
655449,5108549413,Time Warner Berkeley,1037 Camelia St,Berkeley,CA,94710
655447,8599127465,Time Warner Elsmere,3756 Dixie Hwy,Elsmere,KY,41018
655445,4147929379,Time Warner Cudahy,4680 S Packard Ave,Cudahy,WI,53110
655443,4125732451,Time Warner McKeesport,770 Lysle Blvd,McKeesport,PA,15132
655441,3098086855,Time Warner East Peoria,241 E Washington St,East Peoria,IL,61611
655437,8286108289,Time Warner Morganton,207 E Concord St,Morganton,NC,28655
655439,8624374003,Time Warner Madison,88 Main St,Madison,NJ,7940
655435,7406882104,Time Warner Steubenville,2151 Sunset Blvd,Steubenville,OH,43952
655431,5097613106,Time Warner Moscow,406 S Jackson St,Moscow,ID,83843
655433,7853800568,Time Warner Junction City,754 N Washington St,Junction City,KS,66441
655429,2077105539,Time Warner Waterville,60 Appleton St,Waterville,ME,4901
655425,4177309315,Time Warner Nixa,207 S Main St,Nixa,MO,65714
655427,3076557190,Time Warner Sheridan,107 Interstate 90 Business,Sheridan,WY,82801
655423,7477779599,Time Warner Foothill,663 Foothill Blvd,La Ca?ada Flintridge,CA,91011
655421,5079441006,Time Warner Austin,307 County Highway 45,Austin,MN,55912
655419,7016420006,Time Warner Cable Dickinson,107 1st Ave W,Dickinson,ND,58601
655417,2097202521,Time Warner Lathrop,15288 Harlan Rd,Lathrop,CA,95330
655415,9707658056,Time Warner Evans,3126 W Service Rd,Evans,CO,80620
655413,9189867639,Time Warner Bixby,14906 S Memorial Dr,Bixby,OK,74008
655411,5596434669,Time Warner Selma,2466 McCall Ave,Selma,CA,93662
655409,7406299021,Time Warner Cable Mt Vernon,8 Newark Rd,Mt Vernon,OH,43050
655405,5415382384,Time Warner Roseburg,1406 NE Airport Rd,Roseburg,OR,97470
655407,3347209992,Time Warner Cable Selma,107 Franklin St,Selma,AL,36703
655403,7794236293,Time Warner,7630 Burden Rd,Machesney Park,IL,61115
655399,3857222746,Time Warner Farmington,59 N 100 E,Farmington,UT,84025
655401,3098086851,Time Warner Cable Morton,246 N Main St,Morton,IL,61550
655397,9786307023,Time Warner Gardner,7 Main St,Gardner,MA,1440
655395,5407732718,Time Warner,306 William St,Fredericksburg,VA,22401
655393,3606237832,Time Warner Aberdeen,106 S H St,Aberdeen,WA,98520
655391,9107731302,Time Warner,2701 Lewisville Clemmons Rd,Clemmons,NC,27012
655389,8506845825,Time Warner Fort Walton Beach,34 Hughes St NE,Fort Walton Beach,FL,32548
655387,2343002198,Time Warner Wadsworth,106 Ohio 94,Wadsworth,OH,44281
655385,8309003025,Time Warner Kerrville,406 Schreiner St,Kerrville,TX,78028
655383,2247659883,Time Warner Prospect Heights,9 E Camp McDonald Rd,Prospect Heights,IL,60070
655381,9209685896,Time Warner Ashwaubenon,2687 S Oneida St,Ashwaubenon,WI,54304
655379,4408792061,Time Warner Cable,21956 Center Ridge Rd,Rocky River,OH,44116
655377,7064895026,Time Warner Cable,1996 N Columbia St,Milledgeville,GA,31061
655375,4057651248,Time Warner Yukon,107 Hwy 66,Yukon,OK,73099
655373,5674015373,Time Warner Cable,1206 N Clinton St,Defiance,OH,43512
655371,6159331907,Time Warner Cable,1508 Brayton Ave,Dyersburg,TN,38024
655369,5807499342,Time Warner Altus,243 N Main St,Altus,OK,73521
655367,9717776096,Time Warner Milwaukie,10925 SE Oak St,Milwaukie,OR,97222
655365,8329197249,Time Warner,1107 S Gordon St,Alvin,TX,77511
655363,6629856337,Time Warner Epix Cable Greenwood,107 W Church St,Greenwood,MS,38930
655361,6627653992,Time Warner,1153 Tyler Ave,Oxford,MS,38655
655359,5673694303,Time Warner Northwood,2557 Woodville Rd,Northwood,OH,43619
599891,7147063265,Time Warner best prices,,Orange,CA,
599889,6468383710,Time Warner best prices,1 Time Warner Ctr,New York,NY,10019
599887,8452633391,Time Warner best cable,8 Cross Street,Monticello,NY,12701
599883,8452456096,Time Warner great cable rates,2778,Liberty,NY,12754
599879,3152104113,Time Warner Cable - Geneva,3518 Sutton Road,Geneva,NY,14456
599875,4142074359,Time Warner best prices,Hill N Dale Circle,Brookfield,WI,53045
599865,4197512841,Time Warner best cable rates,3201 Levis Commons Boulevard,Perrysburg,OH,43551
599853,5186876332,Time Warner great cable packages,1331 New York 9N,Saratoga Springs,NY,12866
599835,4242197783,Time Warner Lynwood,3180 Imperial Highway,Lynwood,CA,90262
599831,4242197740,Time Warner Torrance,19780 Hawthorne Boulevard #102,Torrance,CA,90503
599829,9164263135,Time Warner great cable prices,9005 Valley Boulevard,Rosemead,CA,91770
599827,9513632048,Time Warner great cable,327 N Hamlton Ave Apt D,Hemet,CA,92543
498005,2607482230,Time Warner cable company,501 S Main St,Auburn,IN,46706
498003,4199822444,Time Warner of Mansfield,2 Flint St,Mansfield,OH,44907
497993,4199000862,No Cancellation Fee at Time Warner,7035-7050 U.S. 127,Van Wert,OH,45891
497991,7406733018,High speed Internet at Time Warner,101 E Main St,Fairborn,OH,45324
497989,4196174752,Time Warner,812 N Main St,Celina,OH,45822
497979,3158362034,High speed Internet at Time Warner,6413 Stuckie Rd,Boonville,NY,13309
497981,2709848620,Triple Plays Deals at Time Warner,459 Klutey Park Plaza Dr,Henderson,KY,42420
497977,8129625748,No Cancellation Fee at Time Warner,5088 S Plaza Dr,Newburg,IN,47630
497973,2709724717,Affordable Cable Service at Time Warner,410 E Arcadia Ave,Dawson Springs,KY,42408
497971,5189535507,No Cancellation Fee at Time Warner,227 Dix Ave,Glens Falls,NY,12801
497969,2708474483,Time Warner cable company,504 E Main St,Providence,KY,42450
497961,8129625739,No Cancellation Fee at Time Warner,331 Main St,Mt Vernon,IN,47620
497957,9405033018,Time Warner,,Wichita Falls,TX,76308
497953,7405626037,Time Warner,,Athens County,OH,45701
